,v2_term_x,description,v3_term,v2_term_y,unk,icd10_term,snomed_concept_id,icd10_code,category,concept_id_ph,concept_version_id_ph,phenotype_id,phenotype_version_id,phenotype_name,disease,description_ph
1125,C10E4,Unstable insulin dependent diabetes mellitus,YaRiA,C10E4,Xa4g7,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1126,C1084,Unstable type I diabetes mellitus,Yagv7,C1084,Xa4g7,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1127,C1084,Unstable type I diabetes mellitus,Yagv7,C1084,Xa4g7,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1128,C1084,Unstable type I diabetes mellitus,Yagv7,C10E4,Xa4g7,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1129,C1084,Unstable type I diabetes mellitus,Yagv7,C10E4,Xa4g7,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1130,C10E4,Unstable type I diabetes mellitus,Yagv7,C1084,Xa4g7,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1131,C10E4,Unstable type I diabetes mellitus,Yagv7,C1084,Xa4g7,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1132,C10E4,Unstable type I diabetes mellitus,Yagv7,C10E4,Xa4g7,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1133,C10E4,Unstable type I diabetes mellitus,Yagv7,C10E4,Xa4g7,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1134,C1084,Unstable type 1 diabetes mellitus,YaeOk,C1084,Xa4g7,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1135,C1084,Unstable type 1 diabetes mellitus,YaeOk,C1084,Xa4g7,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1136,C1084,Unstable type 1 diabetes mellitus,YaeOk,C10E4,Xa4g7,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1137,C1084,Unstable type 1 diabetes mellitus,YaeOk,C10E4,Xa4g7,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1138,C10E4,Unstable type 1 diabetes mellitus,YaeOk,C1084,Xa4g7,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1139,C10E4,Unstable type 1 diabetes mellitus,YaeOk,C1084,Xa4g7,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1140,C10E4,Unstable type 1 diabetes mellitus,YaeOk,C10E4,Xa4g7,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1141,C10E4,Unstable type 1 diabetes mellitus,YaeOk,C10E4,Xa4g7,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1142,C1088,Insulin dependent diabetes mellitus - poor control,Yag3V,C1088,C1088,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1143,C1088,Insulin dependent diabetes mellitus - poor control,Yag3V,C1088,C1088,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1144,C1088,Insulin dependent diabetes mellitus - poor control,Yag3V,C10E8,C1088,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1145,C1088,Insulin dependent diabetes mellitus - poor control,Yag3V,C10E8,C1088,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1146,C10E8,Insulin dependent diabetes mellitus - poor control,Yag3V,C1088,C1088,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1147,C10E8,Insulin dependent diabetes mellitus - poor control,Yag3V,C1088,C1088,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1148,C10E8,Insulin dependent diabetes mellitus - poor control,Yag3V,C10E8,C1088,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1149,C10E8,Insulin dependent diabetes mellitus - poor control,Yag3V,C10E8,C1088,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1150,C1088,Type I diabetes mellitus - poor control,YagvE,C10E8,C1088,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1151,C1088,Type I diabetes mellitus - poor control,YagvE,C10E8,C1088,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1152,C10E8,Type I diabetes mellitus - poor control,YagvE,C10E8,C1088,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1153,C10E8,Type I diabetes mellitus - poor control,YagvE,C10E8,C1088,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1154,C1088,Type 1 diabetes mellitus - poor control,YajRH,C10E8,C1088,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1155,C1088,Type 1 diabetes mellitus - poor control,YajRH,C10E8,C1088,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1156,C10E8,Type 1 diabetes mellitus - poor control,YajRH,C10E8,C1088,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1157,C10E8,Type 1 diabetes mellitus - poor control,YajRH,C10E8,C1088,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1158,C1089,Insulin dependent diabetes maturity onset,Yag3W,C1089,C1089,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1159,C1089,Insulin dependent diabetes maturity onset,Yag3W,C1089,C1089,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1160,C1089,Insulin dependent diabetes maturity onset,Yag3W,C10E9,C1089,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1161,C1089,Insulin dependent diabetes maturity onset,Yag3W,C10E9,C1089,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1162,C10E9,Insulin dependent diabetes maturity onset,Yag3W,C1089,C1089,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1163,C10E9,Insulin dependent diabetes maturity onset,Yag3W,C1089,C1089,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1164,C10E9,Insulin dependent diabetes maturity onset,Yag3W,C10E9,C1089,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1165,C10E9,Insulin dependent diabetes maturity onset,Yag3W,C10E9,C1089,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1166,C1089,Type I diabetes mellitus maturity onset,YagvF,C10E9,C1089,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1167,C1089,Type I diabetes mellitus maturity onset,YagvF,C10E9,C1089,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1168,C10E9,Type I diabetes mellitus maturity onset,YagvF,C10E9,C1089,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1169,C10E9,Type I diabetes mellitus maturity onset,YagvF,C10E9,C1089,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1170,C1089,Type 1 diabetes mellitus maturity onset,YajRI,C10E9,C1089,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1171,C1089,Type 1 diabetes mellitus maturity onset,YajRI,C10E9,C1089,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1172,C10E9,Type 1 diabetes mellitus maturity onset,YajRI,C10E9,C1089,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1173,C10E9,Type 1 diabetes mellitus maturity onset,YajRI,C10E9,C1089,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1174,C108A,Insulin-dependent diabetes without complication,Yaemv,C108A,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1175,C108A,Insulin-dependent diabetes without complication,Yaemv,C108A,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1176,C108A,Insulin-dependent diabetes without complication,Yaemv,C10EA,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1177,C108A,Insulin-dependent diabetes without complication,Yaemv,C10EA,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1178,C10EA,Insulin-dependent diabetes without complication,Yaemv,C108A,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1179,C10EA,Insulin-dependent diabetes without complication,Yaemv,C108A,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1180,C10EA,Insulin-dependent diabetes without complication,Yaemv,C10EA,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1181,C10EA,Insulin-dependent diabetes without complication,Yaemv,C10EA,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1182,C108A,Type I diabetes mellitus without complication,YagvI,C108A,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1183,C108A,Type I diabetes mellitus without complication,YagvI,C108A,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1184,C108A,Type I diabetes mellitus without complication,YagvI,C10EA,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1185,C108A,Type I diabetes mellitus without complication,YagvI,C10EA,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1186,C10EA,Type I diabetes mellitus without complication,YagvI,C108A,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1187,C10EA,Type I diabetes mellitus without complication,YagvI,C108A,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1188,C10EA,Type I diabetes mellitus without complication,YagvI,C10EA,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1189,C10EA,Type I diabetes mellitus without complication,YagvI,C10EA,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1190,C108A,Type 1 diabetes mellitus without complication,YajRJ,C108A,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1191,C108A,Type 1 diabetes mellitus without complication,YajRJ,C108A,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1192,C108A,Type 1 diabetes mellitus without complication,YajRJ,C10EA,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1193,C108A,Type 1 diabetes mellitus without complication,YajRJ,C10EA,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1194,C10EA,Type 1 diabetes mellitus without complication,YajRJ,C108A,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1195,C10EA,Type 1 diabetes mellitus without complication,YajRJ,C108A,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1196,C10EA,Type 1 diabetes mellitus without complication,YajRJ,C10EA,XaELP,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1197,C10EA,Type 1 diabetes mellitus without complication,YajRJ,C10EA,XaELP,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1198,C10ER,Latent autoimmune diabetes mellitus in adult,Yar0k,C10ER,XaOPu,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1199,C10ER,Latent autoimmune diabetes mellitus in adult,Yar0k,C10ER,XaOPu,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1200,C10FS,Maternally inherited diabetes mellitus,Yar0j,C10FS,XaOPt,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1201,C10FS,Maternally inherited diabetes mellitus,Yar0j,C10FS,XaOPt,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1202,C10P0,Type I diabetes mellitus in remission,YawW5,C10P0,Xaage,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1203,C10P0,Type I diabetes mellitus in remission,YawW5,C10P0,Xaage,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1204,C10P0,Type 1 diabetes mellitus in remission,YawW6,C10P0,Xaage,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1205,C10P0,Type 1 diabetes mellitus in remission,YawW6,C10P0,Xaage,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1206,Cyu2.,[X]Diabetes mellitus,YMABP,Cyu2.,C10..,E109,123762005,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1207,Cyu2.,[X]Diabetes mellitus,YMABP,Cyu2.,C10..,E109,37355009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1208,C104.,Diabetes mellitus with renal manifestation,Y41PE,C104.,XE10G,E102D,314377008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1209,C104.,Diabetes mellitus with renal manifestation,Y41PE,C104.,XE10G,E102D,309426007,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1210,C104.,Diabetes mellitus with renal manifestation,Y41PE,C104.,XE10G,E102D,425455002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1211,C104.,Diabetes mellitus with renal manifestation,Y41PE,C104.,XE10G,E102D,63510008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1212,C104.,Diabetes mellitus with renal manifestation,Y41PE,C104.,XE10G,E102D,90731000119103,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1213,C104.,Diabetes mellitus with renal manifestation,Y41PE,C104.,XE10G,E102D,110996009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1214,C104.,Diabetic nephropathy,Y31jS,C104.,X30Kk,E102D,314377008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1215,C104.,Diabetic nephropathy,Y31jS,C104.,X30Kk,E102D,309426007,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1216,C104.,Diabetic nephropathy,Y31jS,C104.,X30Kk,E102D,425455002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1217,C104.,Diabetic nephropathy,Y31jS,C104.,X30Kk,E102D,63510008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1218,C104.,Diabetic nephropathy,Y31jS,C104.,X30Kk,E102D,90731000119103,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1219,C104.,Diabetic nephropathy,Y31jS,C104.,X30Kk,E102D,110996009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1220,C1080,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,314377008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1221,C1080,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,309426007,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1222,C1080,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,425455002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1223,C1080,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,63510008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1224,C1080,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,90731000119103,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1225,C1080,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,110996009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1226,C10E0,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,314377008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1227,C10E0,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,309426007,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1228,C10E0,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,425455002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1229,C10E0,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,63510008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1230,C10E0,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,90731000119103,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1231,C10E0,Insulin-dependent diabetes mellitus with renal complications,YMAoo,C10E0,C1080,E102D,110996009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1232,C1080,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,314377008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1233,C1080,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,309426007,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1234,C1080,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,425455002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1235,C1080,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,63510008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1236,C1080,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,90731000119103,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1237,C1080,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,110996009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1238,C10E0,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,314377008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1239,C10E0,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,309426007,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1240,C10E0,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,425455002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1241,C10E0,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,63510008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1242,C10E0,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,90731000119103,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1243,C10E0,Type I diabetes mellitus with renal complications,Yagv4,C10E0,C1080,E102D,110996009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1244,C1080,Type 1 diabetes mellitus with renal complications,YajRA,C10E0,C1080,E102D,314377008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1245,C1080,Type 1 diabetes mellitus with renal complications,YajRA,C10E0,C1080,E102D,309426007,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1246,C1080,Type 1 diabetes mellitus with renal complications,YajRA,C10E0,C1080,E102D,425455002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1247,C1080,Type 1 diabetes mellitus with renal complications,YajRA,C10E0,C1080,E102D,63510008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1248,C1080,Type 1 diabetes mellitus with renal complications,YajRA,C10E0,C1080,E102D,90731000119103,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1249,C1080,Type 1 diabetes mellitus with renal complications,YajRA,C10E0,C1080,E102D,110996009,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1250,C10E0,Type 1 diabetes mellitus with renal complications,YajRA,C10E0,C1080,E102D,314377008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1251,C10E0,Type 1 diabetes mellitus with renal complications,YajRA,C10E0,C1080,E102D,309426007,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1252,C10E0,Type 1 diabetes mellitus with renal complications,YajRA,C10E0,C1080,E102D,425455002,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1253,C10E0,Type 1 diabetes mellitus with renal complications,YajRA,C10E0,C1080,E102D,63510008,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
1254,C10E0,Type 1 diabetes mellitus with renal complications,YajRA,C10E0,C1080,E102D,90731000119103,E10,Insulin dependent diabetes (3),C1122,3383,PH152,304,Diabetes,Diabetes,Insulin-dependent diabetes mellitus
